user_id,cate,shop_id
1115.0,81.0,3230.0
1117.0,34.0,3230.0
1131.0,60.0,3230.0
1134.0,51.0,3230.0
1144.0,43.0,3230.0
1152.0,22.0,3230.0
1158.0,23.0,3230.0
1171.0,7.0,3230.0
1189.0,81.0,3230.0
1191.0,20.0,3230.0
1200.0,51.0,3230.0
1236.0,51.0,3230.0
,,3230.0
1239.0,41.0,3230.0
1245.0,20.0,3230.0
1250.0,70.0,3230.0
1254.0,67.0,3230.0
1254.0,70.0,3230.0
,,3230.0
,,3230.0
1254.0,81.0,3230.0
1257.0,77.0,3230.0
1273.0,75.0,3230.0
1278.0,42.0,3230.0
,,3230.0
,,3230.0
1298.0,12.0,3230.0
1308.0,73.0,3230.0
1315.0,24.0,3230.0
1324.0,17.0,3230.0
1326.0,8.0,3230.0
1338.0,7.0,3230.0
1350.0,74.0,3230.0
1351.0,77.0,3230.0
1372.0,7.0,3230.0
1376.0,26.0,3230.0
1387.0,24.0,3230.0
1398.0,27.0,3230.0
1407.0,7.0,3230.0
1415.0,23.0,3230.0
1416.0,43.0,3230.0
1430.0,41.0,3230.0
1448.0,24.0,3230.0
1466.0,75.0,3230.0
,,3230.0
1472.0,7.0,3230.0
1476.0,27.0,3230.0
1477.0,34.0,3230.0
1491.0,17.0,3230.0
1510.0,51.0,3230.0
1512.0,15.0,3230.0
1541.0,27.0,3230.0
1544.0,37.0,3230.0
1549.0,25.0,3230.0
1560.0,27.0,3230.0
1567.0,23.0,3230.0
1575.0,67.0,3230.0
1580.0,20.0,3230.0
1593.0,7.0,3230.0
1603.0,35.0,3230.0
1605.0,75.0,3230.0
1613.0,34.0,3230.0
1614.0,27.0,3230.0
,,3230.0
1621.0,49.0,3230.0
1627.0,67.0,3230.0
,,3230.0
,,3230.0
1628.0,24.0,3230.0
1641.0,51.0,3230.0
1657.0,7.0,3230.0
1689.0,59.0,3230.0
1700.0,19.0,3230.0
1724.0,34.0,3230.0
1724.0,52.0,3230.0
1741.0,45.0,3230.0
,,3230.0
,,3230.0
1756.0,27.0,3230.0
1760.0,15.0,3230.0
1766.0,27.0,3230.0
1803.0,81.0,3230.0
,,3230.0
1814.0,75.0,3230.0
,,3230.0
1815.0,44.0,3230.0
1819.0,55.0,3230.0
1820.0,24.0,3230.0
1838.0,73.0,3230.0
1841.0,19.0,3230.0
1843.0,15.0,3230.0
1912.0,73.0,3230.0
,,3230.0
1930.0,17.0,3230.0
1934.0,66.0,3230.0
1940.0,75.0,3230.0
1941.0,24.0,3230.0
1960.0,24.0,3230.0
1963.0,76.0,3230.0
1980.0,51.0,3230.0
2000.0,81.0,3230.0
2021.0,55.0,3230.0
2031.0,34.0,3230.0
2036.0,24.0,3230.0
2042.0,27.0,3230.0
2045.0,75.0,3230.0
2046.0,81.0,3230.0
,,3230.0
2054.0,8.0,3230.0
2059.0,52.0,3230.0
2069.0,56.0,3230.0
2093.0,37.0,3230.0
2106.0,75.0,3230.0
2107.0,34.0,3230.0
2113.0,15.0,3230.0
2148.0,23.0,3230.0
2207.0,7.0,3230.0
,,3230.0
2232.0,56.0,3230.0
2239.0,75.0,3230.0
2246.0,75.0,3230.0
2273.0,23.0,3230.0
2277.0,23.0,3230.0
2280.0,12.0,3230.0
2291.0,19.0,3230.0
2303.0,31.0,3230.0
2317.0,24.0,3230.0
2319.0,24.0,3230.0
2326.0,77.0,3230.0
2331.0,73.0,3230.0
2340.0,23.0,3230.0
2341.0,64.0,3230.0
,,3230.0
2341.0,73.0,3230.0
,,3230.0
2354.0,73.0,3230.0
2369.0,19.0,3230.0
2374.0,55.0,3230.0
2375.0,34.0,3230.0
2387.0,34.0,3230.0
,,3230.0
2415.0,34.0,3230.0
2416.0,24.0,3230.0
2418.0,24.0,3230.0
2450.0,19.0,3230.0
2457.0,56.0,3230.0
2461.0,15.0,3230.0
2466.0,34.0,3230.0
2472.0,73.0,3230.0
2475.0,47.0,3230.0
2481.0,45.0,3230.0
2496.0,34.0,3230.0
2507.0,34.0,3230.0
2517.0,75.0,3230.0
2518.0,49.0,3230.0
2524.0,51.0,3230.0
2584.0,24.0,3230.0
2586.0,24.0,3230.0
2591.0,75.0,3230.0
,,3230.0
2617.0,25.0,3230.0
2622.0,20.0,3230.0
2651.0,15.0,3230.0
2652.0,7.0,3230.0
2656.0,70.0,3230.0
2676.0,12.0,3230.0
2678.0,69.0,3230.0
2682.0,24.0,3230.0
2687.0,37.0,3230.0
2703.0,76.0,3230.0
2707.0,47.0,3230.0
2712.0,24.0,3230.0
2723.0,15.0,3230.0
2738.0,75.0,3230.0
2778.0,69.0,3230.0
,,3230.0
2785.0,23.0,3230.0
2808.0,75.0,3230.0
,,3230.0
,,3230.0
,,3230.0
,,3230.0
2813.0,10.0,3230.0
2814.0,57.0,3230.0
2842.0,27.0,3230.0
2851.0,34.0,3230.0
2875.0,27.0,3230.0
2876.0,56.0,3230.0
2880.0,69.0,3230.0
2888.0,29.0,3230.0
2888.0,69.0,3230.0
2889.0,41.0,3230.0
2893.0,15.0,3230.0
2898.0,19.0,3230.0
2915.0,75.0,3230.0
2916.0,75.0,3230.0
2931.0,24.0,3230.0
2939.0,72.0,3230.0
,,3230.0
2940.0,72.0,3230.0
2948.0,73.0,3230.0
2975.0,31.0,3230.0
2977.0,34.0,3230.0
2986.0,15.0,3230.0
3011.0,62.0,3230.0
,,3230.0
,,3230.0
3027.0,27.0,3230.0
3028.0,67.0,3230.0
3036.0,15.0,3230.0
3056.0,52.0,3230.0
3058.0,25.0,3230.0
3066.0,77.0,3230.0
3073.0,34.0,3230.0
3079.0,20.0,3230.0
3094.0,43.0,3230.0
3095.0,8.0,3230.0
3108.0,75.0,3230.0
3109.0,7.0,3230.0
3113.0,51.0,3230.0
3127.0,27.0,3230.0
3139.0,51.0,3230.0
3143.0,81.0,3230.0
3144.0,7.0,3230.0
3159.0,24.0,3230.0
3159.0,7.0,3230.0
3167.0,62.0,3230.0
3189.0,37.0,3230.0
3204.0,81.0,3230.0
3238.0,55.0,3230.0
3238.0,76.0,3230.0
3244.0,73.0,3230.0
3247.0,69.0,3230.0
3262.0,7.0,3230.0
3288.0,52.0,3230.0
3301.0,24.0,3230.0
3316.0,75.0,3230.0
3320.0,79.0,3230.0
3326.0,64.0,3230.0
,,3230.0
3353.0,44.0,3230.0
3357.0,69.0,3230.0
3358.0,20.0,3230.0
3359.0,76.0,3230.0
3371.0,20.0,3230.0
,,3230.0
,,3230.0
3372.0,24.0,3230.0
,,3230.0
3376.0,7.0,3230.0
3403.0,75.0,3230.0
3405.0,24.0,3230.0
3407.0,24.0,3230.0
3413.0,24.0,3230.0
3417.0,24.0,3230.0
3426.0,9.0,3230.0
3432.0,34.0,3230.0
3433.0,81.0,3230.0
,,3230.0
3433.0,70.0,3230.0
3435.0,41.0,3230.0
3445.0,27.0,3230.0
3459.0,63.0,3230.0
3470.0,16.0,3230.0
3472.0,75.0,3230.0
3476.0,27.0,3230.0
3478.0,49.0,3230.0
3490.0,69.0,3230.0
3528.0,37.0,3230.0
3536.0,27.0,3230.0
3554.0,15.0,3230.0
3555.0,47.0,3230.0
3572.0,55.0,3230.0
,,3230.0
,,3230.0
3573.0,34.0,3230.0
3575.0,49.0,3230.0
3578.0,35.0,3230.0
,,3230.0
3590.0,24.0,3230.0
3606.0,27.0,3230.0
3608.0,35.0,3230.0
,,3230.0
,,3230.0
,,3230.0
3624.0,7.0,3230.0
3628.0,75.0,3230.0
3634.0,34.0,3230.0
3636.0,7.0,3230.0
3645.0,24.0,3230.0
3663.0,34.0,3230.0
3669.0,51.0,3230.0
3677.0,20.0,3230.0
3681.0,27.0,3230.0
3702.0,29.0,3230.0
3727.0,47.0,3230.0
3744.0,26.0,3230.0
3746.0,55.0,3230.0
3762.0,7.0,3230.0
3764.0,24.0,3230.0
3778.0,76.0,3230.0
3791.0,23.0,3230.0
3795.0,34.0,3230.0
3801.0,76.0,3230.0
3813.0,27.0,3230.0
3848.0,72.0,3230.0
3852.0,12.0,3230.0
3874.0,52.0,3230.0
3879.0,23.0,3230.0
3887.0,9.0,3230.0
3893.0,23.0,3230.0
3893.0,51.0,3230.0
3918.0,27.0,3230.0
3930.0,69.0,3230.0
3930.0,51.0,3230.0
3975.0,7.0,3230.0
3987.0,51.0,3230.0
3994.0,24.0,3230.0
4002.0,41.0,3230.0
4036.0,37.0,3230.0
4049.0,59.0,3230.0
4050.0,43.0,3230.0
4076.0,73.0,3230.0
4086.0,55.0,3230.0
4116.0,67.0,3230.0
4130.0,72.0,3230.0
4137.0,27.0,3230.0
4148.0,20.0,3230.0
4201.0,23.0,3230.0
4211.0,43.0,3230.0
4224.0,20.0,3230.0
4225.0,7.0,3230.0
4247.0,55.0,3230.0
4261.0,11.0,3230.0
4285.0,75.0,3230.0
4299.0,12.0,3230.0
4334.0,72.0,3230.0
4344.0,62.0,3230.0
,,3230.0
4358.0,75.0,3230.0
4367.0,15.0,3230.0
4372.0,16.0,3230.0
4375.0,51.0,3230.0
4398.0,7.0,3230.0
4400.0,69.0,3230.0
4406.0,27.0,3230.0
4424.0,81.0,3230.0
4424.0,67.0,3230.0
4434.0,43.0,3230.0
4435.0,75.0,3230.0
4443.0,75.0,3230.0
4458.0,24.0,3230.0
4475.0,81.0,3230.0
4498.0,73.0,3230.0
4498.0,62.0,3230.0
4500.0,26.0,3230.0
4513.0,34.0,3230.0
4533.0,19.0,3230.0
4544.0,28.0,3230.0
4552.0,7.0,3230.0
4567.0,34.0,3230.0
,,3230.0
4569.0,20.0,3230.0
4571.0,73.0,3230.0
,,3230.0
4577.0,63.0,3230.0
4584.0,24.0,3230.0
4585.0,52.0,3230.0
4591.0,45.0,3230.0
4591.0,61.0,3230.0
4593.0,34.0,3230.0
4597.0,29.0,3230.0
4600.0,44.0,3230.0
4609.0,52.0,3230.0
4611.0,20.0,3230.0
4612.0,19.0,3230.0
4641.0,7.0,3230.0
4642.0,75.0,3230.0
,,3230.0
,,3230.0
,,3230.0
4643.0,3.0,3230.0
4667.0,75.0,3230.0
,,3230.0
4673.0,34.0,3230.0
4681.0,24.0,3230.0
4694.0,24.0,3230.0
4695.0,79.0,3230.0
4747.0,8.0,3230.0
4756.0,24.0,3230.0
4759.0,31.0,3230.0
4767.0,34.0,3230.0
4779.0,34.0,3230.0
4823.0,41.0,3230.0
4825.0,19.0,3230.0
4834.0,43.0,3230.0
4840.0,27.0,3230.0
4844.0,34.0,3230.0
4875.0,27.0,3230.0
4884.0,27.0,3230.0
4884.0,24.0,3230.0
4888.0,7.0,3230.0
4890.0,49.0,3230.0
4898.0,7.0,3230.0
4899.0,67.0,3230.0
4915.0,77.0,3230.0
4925.0,42.0,3230.0
4930.0,39.0,3230.0
4963.0,51.0,3230.0
4976.0,67.0,3230.0
4976.0,70.0,3230.0
5000.0,81.0,3230.0
5003.0,24.0,3230.0
5004.0,72.0,3230.0
5025.0,47.0,3230.0
5027.0,42.0,3230.0
5035.0,72.0,3230.0
5036.0,7.0,3230.0
5041.0,20.0,3230.0
5048.0,78.0,3230.0
5055.0,76.0,3230.0
5059.0,81.0,3230.0
5083.0,75.0,3230.0
5091.0,9.0,3230.0
5094.0,15.0,3230.0
5094.0,23.0,3230.0
5100.0,8.0,3230.0
5100.0,76.0,3230.0
5104.0,23.0,3230.0
5128.0,7.0,3230.0
5145.0,14.0,3230.0
5180.0,27.0,3230.0
5188.0,76.0,3230.0
5190.0,34.0,3230.0
5209.0,24.0,3230.0
5227.0,43.0,3230.0
5228.0,24.0,3230.0
5243.0,67.0,3230.0
5243.0,75.0,3230.0
5278.0,15.0,3230.0
5308.0,72.0,3230.0
5311.0,34.0,3230.0
5330.0,51.0,3230.0
5338.0,7.0,3230.0
5341.0,44.0,3230.0
5347.0,70.0,3230.0
,,3230.0
5347.0,67.0,3230.0
5349.0,39.0,3230.0
5355.0,76.0,3230.0
5363.0,72.0,3230.0
5375.0,51.0,3230.0
5385.0,73.0,3230.0
,,3230.0
5403.0,64.0,3230.0
5430.0,34.0,3230.0
5433.0,24.0,3230.0
5439.0,43.0,3230.0
5448.0,69.0,3230.0
5452.0,41.0,3230.0
5456.0,51.0,3230.0
5460.0,81.0,3230.0
5460.0,75.0,3230.0
5463.0,27.0,3230.0
5463.0,34.0,3230.0
5464.0,7.0,3230.0
5469.0,62.0,3230.0
5476.0,27.0,3230.0
5481.0,27.0,3230.0
5485.0,26.0,3230.0
5488.0,21.0,3230.0
5498.0,34.0,3230.0
5503.0,34.0,3230.0
5510.0,19.0,3230.0
5511.0,7.0,3230.0
5519.0,15.0,3230.0
5528.0,34.0,3230.0
5543.0,27.0,3230.0
5558.0,34.0,3230.0
5564.0,22.0,3230.0
5571.0,27.0,3230.0
5587.0,79.0,3230.0
5598.0,81.0,3230.0
5610.0,9.0,3230.0
5623.0,51.0,3230.0
5624.0,27.0,3230.0
5635.0,69.0,3230.0
5641.0,81.0,3230.0
5664.0,69.0,3230.0
5668.0,34.0,3230.0
5690.0,73.0,3230.0
5733.0,52.0,3230.0
5742.0,7.0,3230.0
5755.0,20.0,3230.0
,,3230.0
5768.0,12.0,3230.0
5770.0,12.0,3230.0
5771.0,27.0,3230.0
5787.0,75.0,3230.0
5788.0,75.0,3230.0
5811.0,69.0,3230.0
5836.0,23.0,3230.0
5844.0,43.0,3230.0
5850.0,7.0,3230.0
5859.0,55.0,3230.0
5862.0,51.0,3230.0
5889.0,7.0,3230.0
,,3230.0
5897.0,24.0,3230.0
5906.0,24.0,3230.0
5907.0,51.0,3230.0
5913.0,27.0,3230.0
5938.0,7.0,3230.0
5939.0,7.0,3230.0
5943.0,67.0,3230.0
5943.0,75.0,3230.0
5945.0,47.0,3230.0
5946.0,27.0,3230.0
5961.0,29.0,3230.0
5961.0,81.0,3230.0
5984.0,19.0,3230.0
6001.0,34.0,3230.0
6006.0,4.0,3230.0
6007.0,23.0,3230.0
6024.0,62.0,3230.0
6035.0,70.0,3230.0
,,3230.0
6041.0,27.0,3230.0
6049.0,33.0,3230.0
6070.0,7.0,3230.0
6092.0,2.0,3230.0
6096.0,51.0,3230.0
6116.0,75.0,3230.0
6175.0,75.0,3230.0
6178.0,25.0,3230.0
6203.0,67.0,3230.0
6225.0,47.0,3230.0
6230.0,24.0,3230.0
6235.0,20.0,3230.0
6246.0,47.0,3230.0
6251.0,9.0,3230.0
6258.0,2.0,3230.0
6259.0,20.0,3230.0
6269.0,27.0,3230.0
6271.0,69.0,3230.0
6285.0,72.0,3230.0
6287.0,56.0,3230.0
6294.0,70.0,3230.0
,,3230.0
6302.0,55.0,3230.0
6320.0,20.0,3230.0
6332.0,56.0,3230.0
6334.0,81.0,3230.0
6368.0,12.0,3230.0
6373.0,24.0,3230.0
6379.0,49.0,3230.0
6395.0,34.0,3230.0
6396.0,51.0,3230.0
6400.0,28.0,3230.0
6420.0,51.0,3230.0
6425.0,81.0,3230.0
6432.0,27.0,3230.0
6459.0,69.0,3230.0
6464.0,81.0,3230.0
6483.0,75.0,3230.0
6496.0,15.0,3230.0
6499.0,64.0,3230.0
6513.0,51.0,3230.0
6534.0,23.0,3230.0
6538.0,34.0,3230.0
6557.0,51.0,3230.0
6561.0,69.0,3230.0
6561.0,68.0,3230.0
6565.0,55.0,3230.0
6584.0,34.0,3230.0
6592.0,62.0,3230.0
6593.0,24.0,3230.0
6594.0,72.0,3230.0
6635.0,19.0,3230.0
6651.0,7.0,3230.0
6673.0,27.0,3230.0
6677.0,7.0,3230.0
,,3230.0
6682.0,24.0,3230.0
6687.0,67.0,3230.0
6689.0,69.0,3230.0
6714.0,23.0,3230.0
6726.0,67.0,3230.0
6726.0,70.0,3230.0
6734.0,3.0,3230.0
,,3230.0
6760.0,56.0,3230.0
6767.0,7.0,3230.0
6782.0,51.0,3230.0
6826.0,42.0,3230.0
6839.0,7.0,3230.0
6839.0,25.0,3230.0
6840.0,15.0,3230.0
6841.0,67.0,3230.0
6843.0,80.0,3230.0
6854.0,41.0,3230.0
6870.0,51.0,3230.0
6890.0,34.0,3230.0
6891.0,75.0,3230.0
6897.0,16.0,3230.0
6907.0,76.0,3230.0
6912.0,53.0,3230.0
6941.0,51.0,3230.0
6943.0,24.0,3230.0
6975.0,69.0,3230.0
6987.0,81.0,3230.0
6988.0,27.0,3230.0
6992.0,24.0,3230.0
6998.0,23.0,3230.0
7022.0,7.0,3230.0
7034.0,34.0,3230.0
7041.0,81.0,3230.0
7047.0,69.0,3230.0
7049.0,46.0,3230.0
7053.0,70.0,3230.0
7057.0,20.0,3230.0
7060.0,47.0,3230.0
7061.0,20.0,3230.0
7069.0,76.0,3230.0
7077.0,72.0,3230.0
7078.0,7.0,3230.0
7084.0,39.0,3230.0
7098.0,22.0,3230.0
7111.0,51.0,3230.0
7125.0,26.0,3230.0
7143.0,81.0,3230.0
7144.0,55.0,3230.0
7148.0,15.0,3230.0
7164.0,72.0,3230.0
7175.0,47.0,3230.0
7176.0,24.0,3230.0
7178.0,24.0,3230.0
7192.0,76.0,3230.0
7196.0,69.0,3230.0
7204.0,15.0,3230.0
7220.0,25.0,3230.0
7227.0,51.0,3230.0
7255.0,41.0,3230.0
7260.0,55.0,3230.0
7283.0,55.0,3230.0
7285.0,51.0,3230.0
7285.0,42.0,3230.0
7304.0,7.0,3230.0
7318.0,75.0,3230.0
7320.0,14.0,3230.0
7322.0,24.0,3230.0
7325.0,43.0,3230.0
7346.0,75.0,3230.0
7351.0,7.0,3230.0
7357.0,32.0,3230.0
7362.0,45.0,3230.0
,,3230.0
7390.0,76.0,3230.0
7391.0,34.0,3230.0
7392.0,69.0,3230.0
7392.0,81.0,3230.0
7406.0,8.0,3230.0
7431.0,20.0,3230.0
7442.0,15.0,3230.0
7466.0,25.0,3230.0
7467.0,19.0,3230.0
7473.0,24.0,3230.0
7474.0,3.0,3230.0
7476.0,7.0,3230.0
7478.0,16.0,3230.0
7516.0,69.0,3230.0
7516.0,75.0,3230.0
7518.0,20.0,3230.0
,,3230.0
7540.0,42.0,3230.0
7542.0,41.0,3230.0
7559.0,34.0,3230.0
7568.0,24.0,3230.0
7583.0,70.0,3230.0
7590.0,39.0,3230.0
7639.0,72.0,3230.0
7649.0,34.0,3230.0
7674.0,34.0,3230.0
7681.0,56.0,3230.0
7696.0,46.0,3230.0
7702.0,43.0,3230.0
7721.0,24.0,3230.0
7726.0,25.0,3230.0
7730.0,14.0,3230.0
7732.0,12.0,3230.0
7736.0,7.0,3230.0
,,3230.0
,,3230.0
,,3230.0
7755.0,8.0,3230.0
7767.0,34.0,3230.0
7769.0,67.0,3230.0
7771.0,51.0,3230.0
7772.0,27.0,3230.0
7809.0,24.0,3230.0
7828.0,34.0,3230.0
7835.0,7.0,3230.0
7847.0,34.0,3230.0
7849.0,27.0,3230.0
7862.0,69.0,3230.0
,,3230.0
7873.0,77.0,3230.0
7874.0,7.0,3230.0
7877.0,20.0,3230.0
7880.0,75.0,3230.0
7888.0,24.0,3230.0
7892.0,75.0,3230.0
7892.0,17.0,3230.0
7892.0,25.0,3230.0
,,3230.0
7897.0,14.0,3230.0
7907.0,72.0,3230.0
7914.0,15.0,3230.0
,,3230.0
7918.0,53.0,3230.0
7937.0,63.0,3230.0
7940.0,24.0,3230.0
7957.0,75.0,3230.0
7970.0,24.0,3230.0
7979.0,75.0,3230.0
7998.0,67.0,3230.0
8020.0,9.0,3230.0
8029.0,55.0,3230.0
8029.0,27.0,3230.0
8033.0,56.0,3230.0
8047.0,30.0,3230.0
8048.0,24.0,3230.0
8060.0,25.0,3230.0
8061.0,34.0,3230.0
8075.0,72.0,3230.0
8082.0,27.0,3230.0
8088.0,34.0,3230.0
8091.0,15.0,3230.0
8093.0,20.0,3230.0
8095.0,34.0,3230.0
8117.0,55.0,3230.0
8118.0,15.0,3230.0
8146.0,15.0,3230.0
8163.0,69.0,3230.0
8168.0,77.0,3230.0
8172.0,72.0,3230.0
8175.0,67.0,3230.0
8194.0,15.0,3230.0
8194.0,27.0,3230.0
8200.0,42.0,3230.0
8200.0,12.0,3230.0
8222.0,56.0,3230.0
8232.0,34.0,3230.0
8236.0,70.0,3230.0
8259.0,55.0,3230.0
8267.0,27.0,3230.0
8268.0,24.0,3230.0
8303.0,20.0,3230.0
8319.0,72.0,3230.0
8326.0,7.0,3230.0
8343.0,73.0,3230.0
8343.0,3.0,3230.0
8357.0,43.0,3230.0
8357.0,12.0,3230.0
8370.0,20.0,3230.0
8379.0,61.0,3230.0
8379.0,56.0,3230.0
,,3230.0
8397.0,24.0,3230.0
8404.0,27.0,3230.0
8420.0,81.0,3230.0
8421.0,9.0,3230.0
8422.0,23.0,3230.0
8435.0,72.0,3230.0
8437.0,55.0,3230.0
8444.0,24.0,3230.0
8450.0,34.0,3230.0
8452.0,28.0,3230.0
8498.0,70.0,3230.0
8500.0,27.0,3230.0
8502.0,75.0,3230.0
8504.0,27.0,3230.0
8505.0,68.0,3230.0
8506.0,75.0,3230.0
8526.0,14.0,3230.0
8536.0,17.0,3230.0
8541.0,15.0,3230.0
8546.0,2.0,3230.0
8547.0,7.0,3230.0
8560.0,24.0,3230.0
8580.0,34.0,3230.0
8585.0,15.0,3230.0
8592.0,70.0,3230.0
8599.0,27.0,3230.0
8626.0,3.0,3230.0
8635.0,7.0,3230.0
8645.0,81.0,3230.0
8647.0,7.0,3230.0
8663.0,3.0,3230.0
8664.0,69.0,3230.0
8664.0,25.0,3230.0
8693.0,7.0,3230.0
8696.0,34.0,3230.0
8704.0,51.0,3230.0
8707.0,34.0,3230.0
8710.0,76.0,3230.0
8710.0,27.0,3230.0
8728.0,56.0,3230.0
8729.0,34.0,3230.0
8740.0,75.0,3230.0
8749.0,51.0,3230.0
8753.0,15.0,3230.0
8756.0,24.0,3230.0
8758.0,75.0,3230.0
8772.0,75.0,3230.0
8796.0,35.0,3230.0
8808.0,52.0,3230.0
8837.0,19.0,3230.0
8861.0,23.0,3230.0
8891.0,81.0,3230.0
,,3230.0
8896.0,20.0,3230.0
8899.0,69.0,3230.0
8912.0,41.0,3230.0
8918.0,64.0,3230.0
,,3230.0
,,3230.0
8919.0,76.0,3230.0
8919.0,16.0,3230.0
8935.0,42.0,3230.0
8936.0,12.0,3230.0
8939.0,76.0,3230.0
8941.0,43.0,3230.0
9001.0,47.0,3230.0
9011.0,44.0,3230.0
9024.0,23.0,3230.0
9029.0,56.0,3230.0
9037.0,56.0,3230.0
9063.0,75.0,3230.0
9084.0,7.0,3230.0
9118.0,69.0,3230.0
9126.0,7.0,3230.0
9131.0,19.0,3230.0
9148.0,81.0,3230.0
9166.0,7.0,3230.0
9167.0,34.0,3230.0
9195.0,24.0,3230.0
9207.0,75.0,3230.0
9207.0,81.0,3230.0
9209.0,7.0,3230.0
9226.0,56.0,3230.0
9242.0,67.0,3230.0
9249.0,12.0,3230.0
9275.0,75.0,3230.0
9284.0,42.0,3230.0
9288.0,7.0,3230.0
9297.0,7.0,3230.0
9312.0,19.0,3230.0
9316.0,56.0,3230.0
9318.0,53.0,3230.0
9321.0,53.0,3230.0
9321.0,75.0,3230.0
9334.0,20.0,3230.0
9336.0,35.0,3230.0
9349.0,24.0,3230.0
9369.0,24.0,3230.0
9379.0,27.0,3230.0
9381.0,15.0,3230.0
9391.0,20.0,3230.0
9395.0,75.0,3230.0
9397.0,7.0,3230.0
9409.0,30.0,3230.0
9420.0,9.0,3230.0
9423.0,19.0,3230.0
9435.0,55.0,3230.0
9440.0,27.0,3230.0
9444.0,23.0,3230.0
9445.0,20.0,3230.0
9449.0,75.0,3230.0
9512.0,27.0,3230.0
9530.0,11.0,3230.0
9534.0,76.0,3230.0
9534.0,41.0,3230.0
9541.0,37.0,3230.0
9555.0,20.0,3230.0
9558.0,34.0,3230.0
9566.0,7.0,3230.0
9568.0,17.0,3230.0
9582.0,20.0,3230.0
9589.0,27.0,3230.0
,,3230.0
9605.0,15.0,3230.0
9614.0,24.0,3230.0
9620.0,27.0,3230.0
9627.0,51.0,3230.0
9631.0,51.0,3230.0
9649.0,12.0,3230.0
9652.0,75.0,3230.0
9654.0,34.0,3230.0
9656.0,7.0,3230.0
9659.0,56.0,3230.0
9668.0,22.0,3230.0
9670.0,43.0,3230.0
9679.0,51.0,3230.0
9685.0,56.0,3230.0
9686.0,7.0,3230.0
9691.0,23.0,3230.0
9696.0,19.0,3230.0
9698.0,67.0,3230.0
9698.0,70.0,3230.0
9703.0,7.0,3230.0
,,3230.0
9706.0,27.0,3230.0
9718.0,69.0,3230.0
9730.0,69.0,3230.0
9733.0,26.0,3230.0
