user_id,cate,shop_id
1049063,24,4796
331249,23,4932
752734,34,7140
721694,81,7177
530678,70,1334
246595,34,7498
978256,8,4303
1419440,27,7194
337795,33,1158
1031862,32,587
732054,12,7039
284078,3,670
62935,7,7374
1203358,8,2718
560917,7,5791
1036505,20,3264
956311,24,8627
1035527,32,1665
515691,30,5991
502280,7,3989
1193202,34,3230
956298,67,9660
93240,37,2149
577089,56,4122
501146,7,5784
1031865,27,7164
1572542,55,7675
327094,38,4378
1154303,55,3230
973272,67,9994
1244973,23,7754
1164857,75,7215
409642,72,6497
1526893,75,9548
973272,70,9994
1101835,7,1971
1054147,69,792
363276,41,8353
1459093,27,3889
1013743,41,542
1480114,24,130
1510116,69,177
1378497,75,2087
337586,55,3704
307248,21,7613
702901,9,1315
773444,9,3058
1208987,55,5239
1208528,7,6036
1396464,27,9978
542801,21,6297
1578314,7,3227
1027848,75,1583
169259,81,5451
36745,24,10101
871028,44,1975
1060698,77,3066
112297,24,8259
1050181,19,3900
1005909,7,1721
405215,76,2005
127937,75,5751
347231,24,7311
731686,67,761
913923,56,7256
989493,69,5006
1422076,73,6161
997088,67,4269
154169,56,2149
1229706,27,9480
1339685,27,9480
511592,12,7039
1039210,79,1553
1481532,23,9883
347084,51,9883
30469,75,1122
16209,19,4996
1578356,72,2028
164339,67,7383
561068,81,7177
700750,43,5181
988566,81,5451
37120,23,421
666708,78,8661
577164,41,8100
156637,37,9306
1378704,81,4222
389364,70,8064
1458681,20,5469
625556,34,7140
876621,46,6176
83858,9,3284
1254246,7,405
635613,75,1122
956838,72,5275
1210464,15,5545
1033844,47,1182
408677,7,5791
814805,7,405
390141,8,8381
642961,7,339
762264,76,3230
1006676,70,4564
93620,81,2776
353623,73,4341
171433,75,3083
814592,37,5320
492310,63,7171
457261,25,5998
1142963,19,4702
516884,20,6994
578028,43,3008
444930,75,1122
370297,72,6497
86328,41,8353
801869,20,7127
1256853,81,3450
858837,20,7330
532146,12,8100
198881,14,1372
1116744,20,7204
787461,20,5469
692568,19,2645
1399713,37,374
243045,52,5133
1390482,52,3704
1579546,24,2544
794295,38,7747
363525,34,4349
404226,7,5791
898209,3,5282
1595118,17,8449
170622,27,1066
754705,75,10039
754062,70,512
1230738,47,7302
497021,77,2732
93584,24,9033
189377,70,9556
126197,19,5708
936934,67,4269
761880,81,3112
608539,38,5444
1116329,56,4888
306955,19,5708
913327,24,3985
1595194,12,2791
1280157,75,982
115181,44,1857
340038,19,5708
536180,23,2967
198090,34,1634
1462512,23,2967
1398708,7,8720
289460,56,3038
536144,24,10101
87071,44,9929
1225582,75,2491
389683,67,1200
926269,43,3704
681889,24,4432
1174835,2,2766
93609,26,5978
1056225,81,1793
1208233,81,4880
304339,56,5391
1201280,27,7164
1515343,20,6982
205710,34,526
865981,7,5159
991471,75,2491
1140253,70,5746
959881,19,9649
361069,7,8523
647886,12,5819
1136982,41,1268
897095,2,2967
396586,24,10101
420663,7,6133
706548,8,3904
316623,2,2412
949612,81,7177
1034219,24,1258
9472,15,5687
1018447,56,132
509910,7,6688
1167972,81,7045
343736,75,9188
677127,34,7550
1066701,24,7349
50135,34,7498
950997,7,9113
474471,27,4024
235216,81,4731
78853,72,3579
1561381,15,6726
78878,53,9823
1413983,24,9165
206142,9,1315
343718,29,7318
665505,15,6142
1385585,7,7364
856410,7,364
1467612,75,1583
677603,24,3077
1272544,19,3281
686670,34,6645
1049615,20,776
1414844,24,616
836530,26,835
1562557,16,9571
1049190,24,10101
1587479,56,8694
856764,63,1869
1507125,49,5391
676973,21,1525
1049217,67,9994
865562,44,250
1598668,79,2696
1382283,24,10101
1354104,47,1572
697080,70,5642
204492,24,9003
1155401,34,6327
1239812,24,616
341637,20,776
1220291,19,4702
295795,24,4796
630041,15,9306
279623,24,9730
1239556,63,2201
320688,7,7114
697277,69,4331
1539184,26,4848
234619,20,776
205228,67,1134
609211,70,2253
335693,56,1713
891110,14,1275
301706,75,1122
439154,24,3985
105160,24,8502
454031,24,1073
1407623,43,7382
1239411,55,812
380240,75,1122
159067,24,10101
334380,51,50
1069554,24,10101
1562939,81,5722
885200,75,68
1495706,34,3230
349363,15,9306
939516,24,8259
1055317,44,7610
53135,52,1316
623899,77,10008
1217519,24,4465
674554,76,6042
783234,15,6908
1412612,29,7969
695665,43,6994
373839,9,2808
1149816,69,2039
706032,7,405
749724,39,8564
607153,29,7780
76573,20,970
1288600,15,9306
1139961,15,4907
160007,67,5779
711654,7,3005
696059,2,8638
950894,24,4646
1308882,75,3639
1435950,31,4303
1009711,34,8721
648420,71,261
299607,55,9967
118191,3,8061
265913,51,8415
236600,15,6142
1237236,76,2282
602890,12,2884
1281792,8,449
1086796,24,9165
602891,24,7311
639375,42,4303
1383890,56,4477
22654,16,3888
1536645,34,3230
1100591,76,6042
1355445,34,5503
510315,7,563
318696,24,9803
582522,81,5795
23466,27,7164
1343909,24,2271
1238119,67,6111
1040445,72,5759
1172543,25,8377
945305,3,8129
334650,47,1284
1478573,7,7712
558294,67,1134
317070,15,2413
1042314,34,4349
510126,7,7114
1130549,37,6903
1130549,24,9102
1216724,70,6541
21362,7,405
494109,7,2311
419956,59,9649
1259647,7,405
677458,70,6967
945316,75,8345
659003,27,4024
564970,20,6982
769149,19,5708
737927,76,2282
1259527,24,10081
1515864,19,5708
123793,31,1807
1287977,9,9949
828322,27,10262
373206,70,1742
276984,75,8510
670161,7,7114
910277,7,2092
1496300,73,1106
1383482,55,3230
1217197,70,5001
888881,24,3740
1024283,52,1315
1438327,72,6634
1371766,26,3950
1080076,35,1936
1011613,81,10265
1140645,7,7114
581457,27,7164
752120,43,8191
1159427,27,1434
1003114,53,9847
550326,15,6216
534991,19,3888
1049957,31,1807
1233423,75,6176
1087688,75,5751
1166780,15,2149
544872,24,6744
1261239,2,291
1404235,46,7517
812403,75,8510
1494835,24,5125
254851,52,1315
918423,56,5774
857523,27,7807
683579,15,9306
970986,34,1337
1213676,75,2731
73545,24,232
442713,69,4005
1554875,51,3836
1541154,56,1928
1125167,73,8782
314559,7,5840
413598,19,6192
940462,27,6357
1286950,46,982
1213676,77,2731
1213676,70,2731
1381671,29,7969
630664,49,6002
1322306,75,10333
1188874,21,462
58258,19,3888
1341882,15,4465
812539,7,2280
322900,81,4222
293021,30,1708
1257565,27,4665
864409,69,6063
514784,72,6634
1280973,63,6665
835512,19,5289
1588486,20,1337
881883,27,6357
552801,28,873
816269,23,1030
401654,34,7665
727344,47,8847
401899,34,2169
1485143,52,5793
1125645,43,741
1201240,27,7104
610774,7,7114
527423,7,9410
527431,41,5696
535081,55,7140
883278,24,9906
886241,20,776
812804,31,5632
630994,24,3077
281170,7,405
1045965,23,2967
72627,75,3356
641375,43,7918
1222600,56,6980
556585,8,3230
1286701,56,132
678429,73,5260
1403640,63,7703
1542152,77,2365
436919,24,5125
650937,43,1789
590585,49,6002
436831,24,6481
186114,21,2152
1441224,51,3951
1342277,23,3192
687683,55,5239
124610,24,3077
438303,16,5513
565777,24,2342
897300,70,8246
774428,15,9306
465446,7,7114
624452,66,7761
874140,67,10240
204005,69,8064
203965,69,9039
321528,51,7670
74275,15,4907
108400,79,2626
122755,56,5049
726403,67,8963
541690,76,3230
442394,7,9016
719504,81,3176
146947,24,10150
959429,7,405
1124707,7,7249
1387110,31,4303
962329,3,8120
124646,75,9504
1287483,24,616
1105446,23,6717
74417,15,2413
20332,69,5615
1260515,24,616
758251,24,1424
1406902,9,3284
1039798,55,9081
550730,9,8413
613678,67,4005
1438495,24,9165
747775,55,1886
1306110,67,9994
1282266,7,5733
874246,51,5151
764775,7,5112
356161,81,2622
73908,24,3740
842255,7,7030
1311088,56,2149
1432650,16,9571
962253,49,2959
130183,38,4303
751808,27,776
751808,3,624
1565671,7,1912
610472,7,5791
25562,24,6463
1367634,41,8353
1587731,62,9879
578329,24,4432
1484679,81,7177
470990,19,8487
655915,81,4048
829841,73,1243
1440397,47,9069
747358,34,4611
490716,23,6931
697828,81,1793
1125053,61,5683
315169,43,1304
739880,20,5469
151257,76,9336
336122,70,1223
1555827,24,2858
1405419,19,4702
600096,81,4222
422865,47,8782
1432765,62,9651
796470,24,2772
1540765,15,1050
946260,24,132
116566,24,8186
81973,38,873
400504,5,8151
659631,53,2959
829685,76,6413
1453778,22,2322
751715,24,8186
893873,15,1050
59694,69,7540
567166,27,4665
284854,66,5212
766929,66,9487
1205430,34,3230
644814,67,10178
574148,69,1334
1523836,75,5722
431848,51,4710
954487,41,8353
33708,79,5812
987414,25,605
1228697,12,9571
1450447,55,1634
1058107,7,5618
487076,16,6827
142678,69,4013
893639,27,2645
1207377,2,291
1487562,24,2858
955178,27,5181
1207441,27,3405
67017,7,405
644368,81,1137
540590,7,7819
1548987,79,6772
1121583,73,8002
1393422,20,8381
271409,75,5676
1362696,26,7020
1593718,75,10123
1228948,69,3665
1423059,7,405
914809,41,4196
155668,43,5620
141366,81,2191
1141593,56,1932
101930,24,4646
585901,15,5320
334,75,1882
539402,9,3888
1083155,52,4024
459432,75,2731
1005521,34,4349
347607,41,4303
243617,3,1182
653740,27,5736
1141832,14,4465
1350348,75,2921
817529,67,5451
338182,75,4251
942660,16,4922
804440,7,8364
286546,27,1063
898703,34,3230
577458,41,3409
407992,43,8353
1045090,27,1063
626189,7,8078
329885,24,9454
121362,20,7204
610112,24,8259
1547424,15,5545
1511440,56,645
308777,47,1572
744086,19,5708
1493252,70,4948
633245,26,835
1577365,27,776
1299512,23,2967
1247917,55,5239
974512,33,2994
1089483,15,1703
447042,75,2491
308641,70,5136
1031479,24,9245
362727,7,9410
1493329,26,5978
272010,53,7430
496602,37,8747
67074,27,1002
1075168,2,291
1136747,52,3628
56530,41,776
570905,24,10101
199115,24,2705
422036,7,7364
794973,7,7226
811349,52,1315
284685,57,9428
183830,24,10375
1008168,61,6458
938949,7,5916
1474055,24,8259
34727,43,741
1379682,11,3746
261404,34,4349
583031,69,9199
384227,9,5632
1118506,55,8721
230014,69,2719
1528715,14,1975
121077,23,2967
1406532,55,3704
925972,14,8992
726249,51,421
1228829,29,2623
1214869,45,4184
806037,22,4611
911183,27,10057
1458366,69,615
1155733,55,8172
1517808,12,7300
344666,31,4303
521911,20,8483
158806,69,4005
95787,15,2872
219549,27,776
1225147,34,4611
1003917,70,9518
233854,75,1122
1368153,7,6036
157214,80,5733
799855,51,8415
1056150,73,9603
912917,41,8100
372154,34,6413
1046265,67,390
1574996,29,7543
1164216,62,8351
47797,70,1200
1433545,27,776
1061686,55,1634
1310860,2,1459
1523661,7,4194
325854,70,9518
108072,64,8540
158807,19,9644
549460,81,5472
1271770,42,7703
95862,78,7777
1020339,47,5768
724327,69,10355
1306009,79,5338
1164212,21,462
1103086,70,644
1399964,27,10036
1243846,39,9695
12233,43,2884
12161,34,2930
1211050,20,7546
1011011,34,2656
1543931,7,1019
764926,20,6994
836122,69,3032
1140512,34,4349
1022332,7,405
1289775,70,471
1389657,7,2400
861370,16,4922
442465,7,7364
811696,72,6308
951606,51,8415
554516,23,1722
1556077,19,6413
103336,9,9949
422656,20,6378
153088,70,4738
249250,72,1150
403229,61,1285
751474,75,4804
1034018,81,8966
157402,37,82
787560,24,7180
904856,75,6764
1124926,69,8064
787555,51,291
85799,20,5469
1464804,72,9090
800109,7,2449
1589719,24,9165
263425,24,503
218536,30,8921
1432793,34,3276
172355,12,728
218560,72,6982
937508,30,6094
151263,27,5181
315298,15,5320
654385,76,10036
687392,81,1511
617251,11,4926
1199421,31,1304
1231729,19,2647
1529204,46,8436
511978,19,7132
1353671,7,8212
959343,51,421
656390,19,5708
824353,45,7568
1105790,76,3230
194659,26,5978
1293313,7,5733
1155265,27,2645
1477217,81,2622
243566,30,5075
261608,21,1459
735992,81,2622
612467,17,3291
1145673,19,3628
1155836,34,2841
941447,34,3276
81329,38,873
351123,75,6764
1540541,56,8011
25010,12,4303
1193991,25,3391
150927,24,1464
225540,7,5897
183906,75,8840
47456,67,7045
1518120,24,8937
1269411,7,5733
662928,51,5151
801822,19,3628
386418,7,3227
17509,75,4251
442323,81,3982
1184505,27,776
374675,9,5632
1102310,75,8840
817095,7,1994
1214464,7,4503
1296868,26,4848
717986,2,8660
133291,24,8259
780978,7,5618
32117,81,4731
1180470,77,8111
85989,34,3257
25052,12,2884
724256,44,10026
188047,24,8707
1074757,14,506
985244,69,702
642540,26,9543
466427,67,10178
806172,81,4222
1064499,22,6833
789531,70,3903
1564379,78,1016
343,20,2808
275759,19,3888
1063509,16,4996
1184191,7,3989
1362845,7,7114
1266609,2,7893
964059,81,2191
357038,19,866
1255094,51,8689
841009,52,5793
531227,7,8632
1196645,34,3230
1182370,20,5469
96321,23,2967
1244419,14,8992
87105,53,6512
1274180,15,1479
55682,81,7814
320143,52,1386
1113244,55,3230
79483,51,4405
955467,7,405
624300,69,2731
284555,75,1122
619682,24,8221
888633,75,1122
1468244,8,7300
301700,7,7114
415510,34,3276
141448,73,6241
463261,20,1337
415442,67,5779
509857,9,1918
1032263,75,6574
654936,7,9789
1444525,7,6490
346617,24,6002
599937,49,3318
686934,24,2555
1244308,46,6176
703141,67,1236
74751,24,6835
1313294,75,1733
596418,24,1545
283056,55,1634
1534179,2,2940
1205757,29,2277
533725,77,10086
778948,43,1789
976767,63,7056
1465520,20,3888
877775,25,7657
772657,7,7439
838979,24,1355
906044,56,4444
20814,7,9686
1188474,24,7311
93588,24,3985
555463,70,10308
690319,41,7821
1262973,34,4349
941801,43,8191
805565,10,3670
197618,70,2880
1287757,33,5393
49406,12,2791
711056,8,7300
1527048,25,7657
1310247,9,9734
1521236,19,7132
640072,62,999
476833,75,6574
532348,51,9483
675563,51,4627
1289208,24,7313
968140,19,4917
478576,25,3391
810683,34,3454
102647,24,6835
1235478,53,9003
901356,27,9649
1354313,25,4170
12664,48,7831
326750,55,8721
1037053,15,9306
1345896,53,6512
234579,25,3391
1408537,24,5481
1343263,44,692
434921,27,4665
211282,62,5411
128550,7,3959
1075441,27,776
24365,19,3628
708629,15,6726
509871,24,6481
1129116,77,5516
799413,24,4796
1151771,30,5075
986100,70,2790
476812,26,5978
221087,7,7379
253075,27,776
420901,42,525
696992,63,9394
1188458,7,744
956699,70,2731
1180331,19,5708
1328039,7,6295
269819,81,47
301603,34,3276
264250,34,244
39059,43,3230
1479036,12,789
1077276,75,5676
1512787,24,4578
243530,8,4019
1297104,41,1600
1151619,49,6002
1086045,81,5136
1313294,67,4005
1533617,62,8351
858946,2,2412
372350,75,4240
3165,8,9649
1069605,34,9081
253695,23,8127
1202663,75,4251
993605,17,3291
1006710,14,372
827566,73,9603
1080417,7,6397
1041965,8,4024
395591,52,3628
1407114,72,982
1471496,70,8064
980002,24,10150
1168993,55,8494
751018,69,9481
1429237,44,1525
204499,34,4349
746011,69,3621
1018152,24,616
941622,56,6636
635748,29,2277
1285586,70,9994
128891,73,9246
1583306,24,8186
188450,19,2645
549429,7,7226
688919,24,8331
1105447,24,8627
937307,47,8847
421963,51,719
746067,79,8120
1444125,24,8478
1499792,34,4349
1198952,81,3066
86529,24,10081
121953,19,4699
565733,27,10262
834285,81,1318
610528,48,1343
1346252,77,5472
788317,75,683
612116,20,4024
1081255,45,5046
725800,27,776
374529,75,3383
739337,67,10240
48435,27,9359
658401,7,7114
153339,12,1374
605690,34,4349
612005,24,10058
632171,29,2623
697352,63,3455
1348426,70,1334
1186634,25,3391
105009,7,4253
534778,75,1733
829206,56,7464
301957,19,5708
1359923,51,8627
1348478,24,160
778948,27,776
1132831,56,8875
234379,21,2940
848042,27,413
808234,69,4781
107686,24,1744
596425,15,5492
592241,69,461
374529,67,3383
580993,75,8840
741697,25,3447
457369,55,6822
802157,76,7140
1231063,11,8002
1182298,29,7780
28747,79,8120
568479,49,5069
1112106,25,4005
1449662,66,9487
935075,7,7114
1570738,19,2647
1477499,75,2921
3030,44,7832
1037165,69,5454
273429,17,8582
550861,12,5991
1106019,56,2149
902776,7,6658
1512648,75,1882
39225,55,7140
9934,7,4503
970034,53,1982
1097265,8,10210
146801,20,7204
522932,14,8992
772401,12,5114
851884,79,8382
861522,75,2396
687897,56,5240
888260,24,9684
151880,60,1766
938023,55,4168
620058,15,6142
1068550,75,9060
1158726,25,3391
592124,69,499
824055,69,6742
1476539,75,3197
34074,81,4222
529507,8,8381
637441,81,8880
1320854,7,7114
823616,7,5928
1156158,38,5444
84511,75,3083
240129,51,9054
987741,34,4349
703998,81,4222
779022,27,5148
371485,43,9624
508251,67,3383
42977,70,4352
344909,25,8377
1581584,75,9011
247635,19,5708
455686,24,4211
1380669,43,8241
1261391,55,9762
425490,32,4453
784758,37,93
1039546,19,866
1055931,26,3950
693619,81,3601
5108,3,624
762613,29,8272
717134,75,2396
527283,27,6378
907627,35,1978
807246,24,9809
393410,25,7880
1029667,19,3628
84241,24,8220
293697,7,5618
1508246,69,7540
135993,27,4611
1514061,53,7313
1588213,12,5927
900222,20,7204
489697,31,5632
1575224,19,4996
45631,66,9487
322712,46,6176
1498158,23,3192
1179219,67,1200
1518870,7,7114
1303430,24,8707
886475,38,4378
1541549,55,7091
502619,34,9328
852721,75,595
902313,75,6176
1036843,37,5875
585257,51,2197
1346755,27,6357
965527,56,6728
944590,27,10262
670658,24,1450
556049,56,715
978630,77,2731
1242644,81,4222
841965,81,4731
612069,15,9306
999741,2,2967
476258,75,7126
812303,34,4349
1502294,54,8204
27256,52,3628
1100249,39,1843
873788,19,3888
1151008,79,7129
1503372,32,4453
1553650,34,10036
1320744,55,5239
567469,3,8120
841906,23,9736
45467,43,1789
413239,76,10036
1566520,55,9967
1089837,51,677
1311581,61,8095
1602890,70,10240
1270065,12,2791
598172,56,3038
887964,69,8089
1442203,72,7126
98804,8,245
1241304,69,7540
254732,43,9868
10821,2,2412
838385,26,1253
986305,48,9846
1338908,75,1882
958008,43,3230
1146017,12,5890
1321728,34,2050
1261567,9,3628
1094921,56,1306
1213096,43,7973
1081982,37,9487
313875,60,1766
1122876,19,1315
665354,69,10128
838320,69,582
1575369,34,3230
755462,34,10036
379252,9,5632
1349632,14,8992
572479,47,7328
371228,61,8095
186160,55,5133
109545,38,873
1140757,77,8438
1513901,7,9814
651068,53,7279
784687,34,7127
201756,34,4672
122492,70,2039
1185184,53,1390
1431295,64,6241
976999,81,5460
83568,81,2622
26700,43,1304
693808,24,10058
59138,69,4051
1028656,21,4076
1531532,69,3447
924705,24,50
455964,34,4665
1293707,70,6762
1280897,24,5125
1096427,34,3230
717381,55,3230
392967,70,5779
881840,67,6969
1122946,78,9300
1321632,41,542
958221,20,6378
240553,64,8540
729924,81,3982
713033,7,9016
1463732,75,7327
999075,34,4024
401725,81,4222
1075784,63,6253
899997,70,1223
1279703,62,5329
940646,69,8064
1222646,26,5978
547507,69,4005
340884,24,9165
988258,60,1928
784729,69,7540
857974,34,4349
18497,75,1882
683126,75,10122
838365,53,6512
1497701,24,616
1457871,57,1461
948713,73,6241
472678,19,4699
838382,79,1182
971303,7,3422
1418076,32,1665
803889,19,1559
904822,63,2387
43178,81,4810
1581754,37,9982
424373,75,1123
702281,9,7852
44702,11,8002
1470122,19,9868
1194959,75,8147
215856,53,7313
1508725,20,7204
450002,35,6241
1120791,14,4661
830094,67,7045
11146,2,7893
852395,7,8576
688176,77,8438
541782,17,2712
248117,69,274
402092,52,9734
1212553,70,1334
1331244,75,9504
1088104,7,7364
1156954,75,268
1588916,81,8156
1085222,19,4702
734769,63,5439
984102,25,5454
938394,23,30
44567,7,8480
1223302,79,8349
1341149,62,8312
658090,34,4349
657761,62,5329
321921,70,9660
1529480,24,10150
291422,81,8966
863879,12,542
269011,11,10045
925538,81,5472
552554,3,1352
436079,34,2169
532058,37,5320
1319960,81,4731
1289946,27,776
539458,53,6931
324869,34,3276
893643,7,2416
678807,55,3130
974872,2,8638
60456,29,5572
1452400,63,977
857224,37,9982
1425377,55,3230
241130,24,4765
720445,75,8965
1080297,67,10232
146714,7,3227
1109197,24,7400
352985,69,8064
1103209,81,1240
27638,75,8510
559348,69,4005
1589500,25,4285
1182163,41,776
951976,14,506
817644,8,3230
1040641,75,8840
853277,70,3066
352066,67,9188
1213939,70,6762
1250617,7,7364
294612,7,5733
654811,81,2666
977109,24,4765
217483,41,542
1589534,28,3105
1194516,7,9186
271174,81,4222
923347,75,2731
521188,12,8283
1296625,49,1981
1098695,27,7890
688468,15,5545
71038,20,9734
291294,75,9595
722295,70,5001
442562,3,1259
1032839,81,4222
811893,20,8798
189387,44,2313
606798,20,7204
46773,76,526
423008,42,866
454949,30,6094
1543841,15,4465
422979,20,6378
1507716,24,3985
346330,75,3866
213487,66,7923
1555582,81,6993
1253206,67,9660
218369,21,1525
688658,34,3276
1221175,24,2177
699429,12,315
1565217,35,1978
801561,70,7499
811803,27,4665
1260870,55,1634
1262337,75,9504
269049,75,1094
868644,34,4349
521809,72,8808
1253206,70,9660
1511366,19,5708
1194400,14,7959
464300,55,1634
1253999,37,5381
374819,31,7918
321921,67,9660
1224424,9,3628
1470605,24,1285
1464681,12,5363
435976,24,1073
1492332,51,8415
1501817,27,7498
291100,56,763
187794,72,2028
1250437,45,8357
213528,22,8673
650417,17,6
325096,22,3152
349100,76,6327
1458166,26,3950
928482,75,8989
1593403,30,10047
27584,69,499
484491,75,8840
966985,43,9831
946384,75,2095
1012308,37,1933
1553368,66,9487
25801,19,5708
1320401,81,743
483789,66,9487
873595,70,5779
813763,24,4179
527127,7,6888
1303200,75,8840
826870,27,3162
777848,55,3230
1134709,81,4222
1597698,51,50
1056580,9,9734
906951,15,7633
784965,70,3755
82563,32,1665
1430488,47,1157
1248250,19,1559
743552,38,873
19435,27,2645
1554815,34,7498
19371,34,4349
795402,2,2412
1373566,43,1304
1589170,42,4378
27401,63,2608
1270093,34,5222
254608,8,5348
1261156,12,3913
1404736,51,291
898792,19,7132
734090,77,761
680417,24,7627
1604117,34,4349
391846,77,4822
113137,37,8370
185390,34,1886
906993,29,6766
502565,77,8246
955001,37,5370
471493,62,1250
610785,7,568
308789,3,5165
391888,69,7292
1568759,34,3276
173341,24,503
636471,49,7996
703713,43,4303
1442617,75,8510
332692,31,7918
493410,62,3076
1332657,69,4005
768496,24,8259
46251,27,6413
1311217,34,4349
314917,19,1470
484641,10,1937
25739,72,235
1011332,76,526
796387,17,5858
760314,53,2959
1129985,34,3105
555959,7,563
1582279,80,1365
42030,24,616
944723,48,7831
747416,53,9668
291585,12,5890
790570,25,3391
962329,79,8120
1582291,7,2572
923391,20,970
1153869,70,8124
1303106,72,513
217269,8,4019
1233641,34,3276
1111853,24,2149
671059,36,9487
589664,47,1095
1532082,75,7126
347587,24,10101
650579,56,2149
739931,81,7177
1332582,7,8485
115670,20,3578
819713,43,1789
606161,69,1334
978675,70,10240
518084,27,776
1064589,12,7330
1224000,66,9487
1469386,69,4013
776888,81,3176
1058758,41,776
617358,7,1417
1169181,34,7127
1437669,9,8336
572074,34,1337
1369879,46,8834
12960,27,6357
195960,75,343
1536492,34,10036
966041,51,2040
1219236,27,6357
950105,60,1766
365470,19,2706
150398,24,8937
327228,29,8089
1026558,62,8312
397063,9,3628
477542,24,9824
1009396,56,1362
660967,51,8331
548050,45,5706
78156,75,68
288296,27,4024
1545898,23,6297
856347,34,2878
327170,12,8556
1499526,23,10250
51904,7,2292
327161,25,3391
932424,81,8795
1246427,53,9847
566958,34,8487
1115811,72,6497
367901,75,6518
1197797,75,10115
207179,27,8105
1045531,62,9246
1218339,36,3569
828695,75,2491
1591119,24,10101
499170,70,690
1426321,75,6182
711268,75,8156
1515609,67,6762
889817,19,5708
1378434,52,9734
722743,21,92
1030317,24,4796
1218928,27,2013
494073,34,6327
546069,34,4611
1447528,47,1157
1039099,24,3985
634504,81,4222
508097,79,4264
1336299,41,1268
1059101,24,3786
1096212,81,1318
664533,20,7821
628720,15,2413
1510179,24,2874
1130927,9,8721
137765,55,8721
195904,46,9366
933305,67,9660
1385569,75,3039
668804,29,6019
777453,53,1982
1426299,43,4453
1391760,7,5112
1446391,3,4264
1015239,44,10026
567533,55,8721
299282,9,3028
328522,81,4222
1355443,47,3453
877644,81,4731
159656,24,10002
404993,72,2396
1274232,75,6574
30446,20,7204
634990,56,7231
408624,67,1134
1061139,75,1122
639967,51,8331
1154311,31,5632
138050,51,8415
1560656,81,562
1298606,14,3745
337745,75,8989
373245,24,50
317556,81,8966
141286,9,9734
1326354,30,8921
252182,77,6967
1068271,77,5472
